,0
bb_position,0.028225969509482824
stoch_%K,0.01439605321687091
close_4h,0.013870354644344718
buying_pressure,0.00934125925027296
close,0.005620930890856912
roc_4h,0.004812163856201239
EMA_7,0.004084273525011173
rsi_4h,0.004003396821545602
support_level,0.0036394516559505132
trend_alignment,0.0019006025314408277
bullish_scenario_6,0.0016579724210441515
volume_ratio,0.0015770957175785434
macd_cross_down,0.0014962190141130094
SMA_50,0.0014153423106474383
cci_overbought,0.0014153423106474383
SMA_20,0.0013749039589146712
bollinger_upper,0.0012535889037163332
bollinger_lower,0.001051397145052424
price_vs_vwap,0.0008896437381212818
CCI,0.0007683286829229438
EMA_21,0.0006874519794573727
rsi_overbought,0.0006470136277246056
ema7_above_ema21,0.0006470136277245316
volume,0.0004043835173278554
bullish_scenario_4,0.00032350681386232133
obv_rising_24h,0.0003235068138622843
volume_breakdown,0.0002021917586639832
vol_spike_1_5x,0.0002021917586639462
ema_cross_up,0.00016175340693117915
bollinger_width,0.00016175340693117915
momentum_alignment,0.00016175340693117915
break_lower_band,0.00012131505519841213
bearish_scenario_1,0.00012131505519841213
parkinson_vol,0.00012131505519837511
roc_24h,8.087670346560809e-05
bullish_scenario_5,8.087670346557108e-05
bearish_scenario_6,8.087670346557108e-05
above_sma20,7.401486830834377e-17
ema_cross_down,3.700743415417188e-17
stoch_overbought,3.700743415417188e-17
MACD_histogram,-8.087670346553406e-05
macd_rising,-8.087670346553406e-05
bullish_scenario_3,-0.00016175340693110515
bullish_scenario_1,-0.00020219175866387218
atr_ratio,-0.00020219175866387218
fear_greed_score,-0.00028306846212944325
stoch_oversold,-0.00028306846212944325
macd_cross_up,-0.0003235068138622473
oversold_reversal,-0.00036394516559501433
rsi_oversold,-0.00036394516559501433
true_range,-0.00036394516559501433
vwap_24h,-0.0004448218690605854
bearish_scenario_2,-0.00048526022079338943
volatility_regime,-0.00048526022079338943
bearish_scenario_3,-0.0005256985725261565
overbought_reversal,-0.0007683286829228327
trending_market,-0.0007683286829228697
stoch_%D,-0.0008896437381212078
break_upper_band,-0.0008896437381212078
bullish_scenario_2,-0.0010109587933195459
near_lower_band,-0.0012940272554490262
bearish_scenario_4,-0.0014962190141129355
resistance_level,-0.0015366573658457394
macd_positive,-0.0015770957175785065
OBV,-0.0017388491245096487
cci_oversold,-0.0017792874762424526
volume_breakout,-0.0019410408831735577
near_upper_band,-0.002224109345303038
adx,-0.0027498079178292314
RSI,-0.00315419143515705
volume_mean_20,-0.003235068138622621
atr_14,-0.0034776982490193342
above_sma50,-0.003922520118079957
