,0
buying_pressure,0.014875661494627474
stoch_%K,0.00853206161067299
roc_4h,0.00666427849251806
bb_position,0.006474333952342176
atr_ratio,0.005847000188263625
rsi_4h,0.0054369117262641166
volume,0.004961334101743253
volume_mean_20,0.004108668445759018
RSI,0.004028213401395359
macd_rising,0.0038910395457611223
price_vs_vwap,0.003630160472820581
volume_ratio,0.0036116919099906915
CCI,0.0035539130483781558
true_range,0.003185608148115098
fear_greed_score,0.0030374945773545547
stoch_%D,0.00296023703336157
OBV,0.0028726384657967955
MACD_histogram,0.0028332767850967034
parkinson_vol,0.002830378322803009
bollinger_lower,0.002819007360181625
adx,0.002736071148113373
bollinger_width,0.002542034551815201
atr_14,0.0025018931418111655
roc_24h,0.0024845776965974876
support_level,0.002301133230255805
SMA_50,0.0022837948152286684
close_4h,0.002252695824557564
SMA_20,0.0021267349485642006
EMA_21,0.0020107289124481355
resistance_level,0.0019805461485239515
EMA_7,0.001944318935725651
bollinger_upper,0.0018833089816937365
close,0.0018703337135859827
vwap_24h,0.0018039233107779557
stoch_overbought,0.0017474198632976912
stoch_oversold,0.0016887786455245719
bearish_scenario_4,0.0013799868876387903
volatility_regime,0.001136095404645651
near_lower_band,0.0010637395650175206
obv_rising_24h,0.0007951330336398782
above_sma20,0.0007897849389141008
cci_oversold,0.0007833603339306845
trend_alignment,0.000755188089490702
trending_market,0.0007356719592143296
ema7_above_ema21,0.0006634684500758699
macd_positive,0.0006549868051979958
near_upper_band,0.0006013807546931353
momentum_alignment,0.0005891050909652429
above_sma50,0.0005721978892071702
cci_overbought,0.00043154005537198776
macd_cross_down,0.0003830176642514596
bullish_scenario_6,0.00023910056143086044
break_lower_band,0.00021862737714611189
rsi_oversold,0.00020480072507283588
vol_spike_1_5x,0.0001599957783122424
break_upper_band,0.00015329021826732158
macd_cross_up,0.00014202903947647515
bearish_scenario_6,0.00013696706096186974
rsi_overbought,0.00012608527448987702
ema_cross_down,0.00011865900588350037
overbought_reversal,0.00011426516101188767
bullish_scenario_2,0.00011213953783985077
oversold_reversal,0.00010335501384700045
ema_cross_up,9.688564589067e-05
bullish_scenario_3,6.834283210386752e-05
volume_breakdown,5.6159702310518005e-05
bearish_scenario_2,5.123696842475277e-05
bearish_scenario_3,4.980624107219395e-05
bullish_scenario_1,3.399656280349405e-05
volume_breakout,3.2916242589216816e-05
bullish_scenario_4,1.0457541887921738e-05
bearish_scenario_1,3.8878377722181445e-06
bullish_scenario_5,3.1353088109321583e-06
