,0
roc_4h,0.8754789272030652
price_vs_vwap,0.8007662835249042
stoch_%K,0.7978927203065135
buying_pressure,0.7701149425287357
roc_24h,0.7595785440613028
volume,0.7576628352490422
fear_greed_score,0.7294061302681991
RSI,0.7131226053639846
adx,0.6542145593869733
OBV,0.6513409961685824
atr_ratio,0.6417624521072797
volume_ratio,0.6350574712643678
volume_mean_20,0.6235632183908046
parkinson_vol,0.6135057471264367
SMA_20,0.600574712643678
stoch_%D,0.600095785440613
CCI,0.5986590038314177
bb_position,0.5962643678160919
EMA_21,0.5651340996168582
bollinger_width,0.5636973180076629
MACD_histogram,0.5593869731800767
vwap_24h,0.5383141762452107
true_range,0.5344827586206897
support_level,0.524904214559387
cci_overbought,0.5196360153256705
macd_rising,0.5172413793103449
obv_rising_24h,0.5153256704980843
above_sma20,0.5009578544061303
close,0.4966475095785441
atr_14,0.49473180076628354
cci_oversold,0.4727011494252873
stoch_overbought,0.4707854406130269
SMA_50,0.4698275862068966
resistance_level,0.46934865900383155
volatility_regime,0.46312260536398475
EMA_7,0.45593869731800774
ema7_above_ema21,0.44971264367816083
trending_market,0.4492337164750958
near_lower_band,0.4310344827586207
stoch_oversold,0.4305555555555556
above_sma50,0.41379310344827586
momentum_alignment,0.40469348659003823
macd_cross_down,0.40086206896551724
overbought_reversal,0.3936781609195402
near_upper_band,0.3912835249042146
trend_alignment,0.3812260536398467
macd_cross_up,0.3773946360153257
rsi_overbought,0.36925287356321834
macd_positive,0.3591954022988506
ema_cross_up,0.33764367816091956
oversold_reversal,0.33429118773946365
rsi_oversold,0.3026819923371647
ema_cross_down,0.30220306513409967
break_upper_band,0.3002873563218391
vol_spike_1_5x,0.2974137931034483
volume_breakdown,0.2974137931034483
break_lower_band,0.2638888888888889
volume_breakout,0.2610153256704981
