,0
close_4h,0.43813212425432047
support_level,0.38440364379298814
SMA_50,0.3132965380659904
resistance_level,0.2866520515089047
close,0.2027019901894699
EMA_7,0.1842671744092153
bb_position,0.14501199038904555
stoch_%K,0.09705157441566589
buying_pressure,0.08022686463977613
CCI,0.07329841404702596
bollinger_lower,0.06923508898865778
SMA_20,0.0675276966433956
volume_ratio,0.0666136373349594
bollinger_upper,0.06586900442176546
roc_4h,0.06547597180802456
volume_mean_20,0.05872265476336798
volatility_regime,0.057281838211626974
rsi_4h,0.056733261075852075
OBV,0.05274603896172377
price_vs_vwap,0.048030304252100094
atr_14,0.04016825515185861
vol_spike_1_5x,0.03502415116218469
macd_positive,0.03343143632267675
atr_ratio,0.028054723524722196
near_upper_band,0.02741817884071426
parkinson_vol,0.024818321832272144
RSI,0.02425397986594118
true_range,0.023211073807825264
bullish_scenario_2,0.022704136825832392
EMA_21,0.020646296008519954
macd_cross_down,0.019981602536970566
break_lower_band,0.019848156392532602
momentum_alignment,0.01825823629695697
cci_oversold,0.018087675389536602
trend_alignment,0.01792460163417649
bullish_scenario_6,0.017219994876770492
above_sma20,0.016506309195746048
cci_overbought,0.01596805208971787
bearish_scenario_2,0.014226271759179536
obv_rising_24h,0.013916603101700764
oversold_reversal,0.013225101887747353
above_sma50,0.013150665704635776
fear_greed_score,0.012833802167289424
stoch_overbought,0.011415314487160894
break_upper_band,0.01138914799857349
stoch_%D,0.01039652867110009
volume_breakout,0.009811922007390884
near_lower_band,0.009798934162490999
bearish_scenario_6,0.008914695118780198
adx,0.008905413829478782
macd_rising,0.007928590113924959
bearish_scenario_3,0.00693240038951977
roc_24h,0.006295237197862357
volume,0.006202539044200749
bearish_scenario_4,0.006068183757179808
trending_market,0.0059656029996839575
overbought_reversal,0.005816638410593876
macd_cross_up,0.005067576007924354
rsi_oversold,0.004514161584091114
rsi_overbought,0.0033407310595675744
stoch_oversold,0.003106352656311456
bullish_scenario_5,0.00275216904485629
bearish_scenario_1,0.0026906374187245855
bullish_scenario_4,0.0026260155459582385
bullish_scenario_3,0.0025125860962408146
bullish_scenario_1,0.00215258421910966
ema_cross_up,0.0020481349702489646
ema7_above_ema21,0.0019506176160064104
bollinger_width,0.0018293624135151353
MACD_histogram,0.0017036283979791622
vwap_24h,0.0010300440311207444
volume_breakdown,0.0007599454101585358
ema_cross_down,0.0002441925640362181
