date,open,high,low,close,Volume BTC
2015-10-17 11:00:00,274.19,274.19,274.19,274.19,0.0
2015-10-18 11:00:00,272.44,272.44,272.44,272.44,0.0
2015-10-18 12:00:00,272.44,272.44,272.44,272.44,0.0
2015-10-18 13:00:00,272.44,272.44,272.44,272.44,0.0
2015-10-18 19:00:00,264.02,264.02,264.02,264.02,0.0
2015-10-18 20:00:00,264.02,264.02,264.02,264.02,0.0
2015-10-18 22:00:00,268.46,268.46,268.46,268.46,0.0
2015-10-18 23:00:00,268.46,268.46,268.46,268.46,0.0
2015-10-19 00:00:00,268.46,268.46,268.46,268.46,0.0
2015-10-19 01:00:00,268.46,268.46,268.46,268.46,0.0
2015-10-19 03:00:00,269.99,269.99,269.99,269.99,0.0
2015-10-19 04:00:00,269.99,269.99,269.99,269.99,0.0
2015-10-19 05:00:00,269.99,269.99,269.99,269.99,0.0
2015-10-19 06:00:00,269.99,269.99,269.99,269.99,0.0
2015-10-19 07:00:00,269.99,269.99,269.99,269.99,0.0
2015-10-19 08:00:00,269.99,269.99,269.99,269.99,0.0
2015-10-19 09:00:00,269.99,269.99,269.99,269.99,0.0
2015-10-19 10:00:00,269.99,269.99,269.99,269.99,0.0
2015-10-19 11:00:00,269.99,269.99,269.99,269.99,0.0
2015-10-20 06:00:00,266.89,266.89,266.89,266.89,0.0
2015-10-20 07:00:00,266.89,266.89,266.89,266.89,0.0
2015-10-20 11:00:00,273.87,273.87,273.87,273.87,0.0
2015-10-20 12:00:00,273.87,273.87,273.87,273.87,0.0
2015-10-22 03:00:00,271.5,271.5,271.5,271.5,0.0
2015-10-22 04:00:00,271.5,271.5,271.5,271.5,0.0
2015-10-22 05:00:00,271.5,271.5,271.5,271.5,0.0
2015-10-23 10:00:00,279.87,279.87,279.87,279.87,0.0
2015-10-23 11:00:00,279.87,279.87,279.87,279.87,0.0
2015-10-24 07:00:00,280.97,280.97,280.97,280.97,0.0
2015-10-24 08:00:00,280.97,280.97,280.97,280.97,0.0
2015-10-24 09:00:00,280.97,280.97,280.97,280.97,0.0
2015-10-24 10:00:00,280.97,280.97,280.97,280.97,0.0
2015-10-24 13:00:00,281.42,281.42,281.42,281.42,0.0
2015-10-24 14:00:00,281.42,281.42,281.42,281.42,0.0
2015-10-24 18:00:00,281.3,281.3,281.3,281.3,0.0
2015-10-24 19:00:00,281.3,281.3,281.3,281.3,0.0
2015-10-25 07:00:00,294.1,294.1,294.1,294.1,0.0
2015-10-25 08:00:00,294.1,294.1,294.1,294.1,0.0
2015-10-25 09:00:00,294.1,294.1,294.1,294.1,0.0
2015-10-25 10:00:00,294.1,294.1,294.1,294.1,0.0
2015-10-25 11:00:00,294.1,294.1,294.1,294.1,0.0
2015-10-25 12:00:00,294.1,294.1,294.1,294.1,0.0
2015-10-26 05:00:00,283.99,283.99,283.99,283.99,0.0
2015-10-26 06:00:00,283.99,283.99,283.99,283.99,0.0
2015-10-26 07:00:00,283.99,283.99,283.99,283.99,0.0
2015-10-26 08:00:00,283.99,283.99,283.99,283.99,0.0
2015-10-26 10:00:00,286.19,286.19,286.19,286.19,0.0
2015-10-26 11:00:00,286.19,286.19,286.19,286.19,0.0
2015-10-26 12:00:00,286.19,286.19,286.19,286.19,0.0
2015-10-27 07:00:00,290.33,290.33,290.33,290.33,0.0
2015-10-27 08:00:00,290.33,290.33,290.33,290.33,0.0
2015-10-27 09:00:00,290.33,290.33,290.33,290.33,0.0
2015-10-28 07:00:00,301.29,301.29,301.29,301.29,0.0
2015-10-28 08:00:00,301.29,301.29,301.29,301.29,0.0
2015-10-31 07:00:00,332.73,332.73,332.73,332.73,0.0
2015-10-31 08:00:00,332.73,332.73,332.73,332.73,0.0
2015-10-31 09:00:00,332.73,332.73,332.73,332.73,0.0
2015-10-31 11:00:00,327.64,327.64,327.64,327.64,0.0
2015-10-31 12:00:00,327.64,327.64,327.64,327.64,0.0
2015-10-31 13:00:00,327.64,327.64,327.64,327.64,0.0
2015-10-31 14:00:00,327.64,327.64,327.64,327.64,0.0
2015-11-01 06:00:00,322.67,322.67,322.67,322.67,0.0
2015-11-01 07:00:00,322.67,322.67,322.67,322.67,0.0
2015-11-01 08:00:00,322.67,322.67,322.67,322.67,0.0
2015-11-01 11:00:00,321.0,321.0,321.0,321.0,0.0
2015-11-01 12:00:00,321.0,321.0,321.0,321.0,0.0
2015-11-01 13:00:00,321.0,321.0,321.0,321.0,0.0
2015-11-01 14:00:00,321.0,321.0,321.0,321.0,0.0
2015-11-02 06:00:00,332.96,332.96,332.96,332.96,0.0
2015-11-02 07:00:00,332.96,332.96,332.96,332.96,0.0
2015-11-08 05:00:00,387.25,387.25,387.25,387.25,0.0
2015-11-08 06:00:00,387.25,387.25,387.25,387.25,0.0
2015-11-08 10:00:00,386.44,386.44,386.44,386.44,0.0
2015-11-08 11:00:00,386.44,386.44,386.44,386.44,0.0
2015-11-08 13:00:00,386.89,386.89,386.89,386.89,0.0
2015-11-08 14:00:00,386.89,386.89,386.89,386.89,0.0
2015-11-11 11:00:00,326.61,326.61,326.61,326.61,0.0
2015-11-11 12:00:00,326.61,326.61,326.61,326.61,0.0
2015-11-13 00:00:00,340.0,340.0,340.0,340.0,0.0
2015-11-13 01:00:00,340.0,340.0,340.0,340.0,0.0
2015-11-13 02:00:00,340.0,340.0,340.0,340.0,0.0
2015-11-14 05:00:00,340.0,340.0,340.0,340.0,0.0
2015-11-14 06:00:00,340.0,340.0,340.0,340.0,0.0
2015-11-14 07:00:00,340.0,340.0,340.0,340.0,0.0
2015-11-14 08:00:00,340.0,340.0,340.0,340.0,0.0
2015-11-14 09:00:00,340.0,340.0,340.0,340.0,0.0
2015-11-14 11:00:00,337.6,337.6,337.6,337.6,0.0
2015-11-14 12:00:00,337.6,337.6,337.6,337.6,0.0
2015-11-16 04:00:00,324.06,324.06,324.06,324.06,0.0
2015-11-16 05:00:00,324.06,324.06,324.06,324.06,0.0
2015-11-16 06:00:00,324.06,324.06,324.06,324.06,0.0
2015-11-16 09:00:00,320.28,320.28,320.28,320.28,0.0
2015-11-16 10:00:00,320.28,320.28,320.28,320.28,0.0
2015-11-16 11:00:00,320.28,320.28,320.28,320.28,0.0
2015-11-16 12:00:00,320.28,320.28,320.28,320.28,0.0
2015-11-18 08:00:00,330.15,330.15,330.15,330.15,0.0
2015-11-18 09:00:00,330.15,330.15,330.15,330.15,0.0
2015-11-18 10:00:00,330.15,330.15,330.15,330.15,0.0
2015-11-18 11:00:00,330.15,330.15,330.15,330.15,0.0
2015-11-19 08:00:00,332.6,332.6,332.6,332.6,0.0
2015-11-19 10:00:00,332.6,332.6,332.6,332.6,0.0
2015-11-22 09:00:00,326.43,326.43,326.43,326.43,0.0
2015-11-22 10:00:00,326.43,326.43,326.43,326.43,0.0
2015-11-22 16:00:00,324.19,324.19,324.19,324.19,0.0
2015-11-22 17:00:00,324.19,324.19,324.19,324.19,0.0
2015-11-23 03:00:00,324.17,324.17,324.17,324.17,0.0
2015-11-23 04:00:00,324.17,324.17,324.17,324.17,0.0
2015-11-24 05:00:00,319.61,319.61,319.61,319.61,0.0
2015-11-24 06:00:00,319.61,319.61,319.61,319.61,0.0
2015-11-25 06:00:00,320.98,320.98,320.98,320.98,0.0
2015-11-25 07:00:00,320.98,320.98,320.98,320.98,0.0
2015-11-25 08:00:00,320.98,320.98,320.98,320.98,0.0
2015-11-28 18:00:00,357.0,357.0,357.0,357.0,0.0
2015-11-29 00:00:00,357.0,357.0,357.0,357.0,0.0
2015-11-29 01:00:00,357.0,357.0,357.0,357.0,0.0
2015-11-29 02:00:00,357.0,357.0,357.0,357.0,0.0
2015-11-29 09:00:00,357.0,357.0,357.0,357.0,0.0
2015-11-29 10:00:00,357.0,357.0,357.0,357.0,0.0
2015-12-02 10:00:00,352.37,352.37,352.37,352.37,0.0
2015-12-02 11:00:00,352.37,352.37,352.37,352.37,0.0
2015-12-08 09:00:00,396.45,396.45,396.45,396.45,0.0
2015-12-08 10:00:00,396.45,396.45,396.45,396.45,0.0
2015-12-08 11:00:00,396.45,396.45,396.45,396.45,0.0
2015-12-08 12:00:00,396.45,396.45,396.45,396.45,0.0
2015-12-11 02:00:00,419.99,419.99,419.99,419.99,0.0
2015-12-11 06:00:00,422.0,422.0,422.0,422.0,0.0
2015-12-11 07:00:00,422.0,422.0,422.0,422.0,0.0
2015-12-13 11:00:00,431.96,431.96,431.96,431.96,0.0
2015-12-13 12:00:00,431.96,431.96,431.96,431.96,0.0
2015-12-13 17:00:00,438.81,438.81,438.81,438.81,0.0
2015-12-13 18:00:00,438.81,438.81,438.81,438.81,0.0
2015-12-14 02:00:00,436.67,436.67,436.67,436.67,0.0
2015-12-14 03:00:00,436.67,436.67,436.67,436.67,0.0
2015-12-17 08:00:00,457.36,457.36,457.36,457.36,0.0
2015-12-17 09:00:00,457.36,457.36,457.36,457.36,0.0
2015-12-17 10:00:00,457.36,457.36,457.36,457.36,0.0
2015-12-17 11:00:00,457.36,457.36,457.36,457.36,0.0
2015-12-19 02:00:00,464.5,464.5,464.5,464.5,0.0
2015-12-19 04:00:00,464.5,464.5,464.5,464.5,0.0
2015-12-19 10:00:00,464.0,464.0,464.0,464.0,0.0
2015-12-19 11:00:00,464.0,464.0,464.0,464.0,0.0
2015-12-19 12:00:00,464.0,464.0,464.0,464.0,0.0
2015-12-19 14:00:00,463.5,463.5,463.5,463.5,0.0
2015-12-19 15:00:00,463.5,463.5,463.5,463.5,0.0
2015-12-20 06:00:00,461.66,461.66,461.66,461.66,0.0
2015-12-20 07:00:00,461.66,461.66,461.66,461.66,0.0
2015-12-20 08:00:00,461.66,461.66,461.66,461.66,0.0
2015-12-20 09:00:00,461.66,461.66,461.66,461.66,0.0
2015-12-20 10:00:00,461.66,461.66,461.66,461.66,0.0
2015-12-20 12:00:00,460.1,460.1,460.1,460.1,0.0
2015-12-20 13:00:00,460.1,460.1,460.1,460.1,0.0
2015-12-22 03:00:00,438.63,438.63,438.63,438.63,0.0
2015-12-22 04:00:00,438.63,438.63,438.63,438.63,0.0
2015-12-23 03:00:00,435.98,435.98,435.98,435.98,0.0
2015-12-23 08:00:00,437.68,437.68,437.68,437.68,0.0
2015-12-23 09:00:00,437.68,437.68,437.68,437.68,0.0
2015-12-24 08:00:00,455.0,455.0,455.0,455.0,0.0
2015-12-24 09:00:00,455.0,455.0,455.0,455.0,0.0
2015-12-24 10:00:00,455.0,455.0,455.0,455.0,0.0
2015-12-25 15:00:00,454.0,454.0,454.0,454.0,0.0
2015-12-25 16:00:00,454.0,454.0,454.0,454.0,0.0
2015-12-25 23:00:00,458.59,458.59,458.59,458.59,0.0
2015-12-26 00:00:00,458.59,458.59,458.59,458.59,0.0
2015-12-27 02:00:00,412.25,412.25,412.25,412.25,0.0
2015-12-27 03:00:00,412.25,412.25,412.25,412.25,0.0
2015-12-29 04:00:00,421.86,421.86,421.86,421.86,0.0
2015-12-29 05:00:00,421.86,421.86,421.86,421.86,0.0
2015-12-29 09:00:00,421.79,421.79,421.79,421.79,0.0
2015-12-29 11:00:00,421.79,421.79,421.79,421.79,0.0
2015-12-29 12:00:00,421.79,421.79,421.79,421.79,0.0
2015-12-30 10:00:00,432.31,432.31,432.31,432.31,0.0
2015-12-30 11:00:00,432.31,432.31,432.31,432.31,0.0
2015-12-31 07:00:00,422.01,422.01,422.01,422.01,0.0
2015-12-31 08:00:00,422.01,422.01,422.01,422.01,0.0
2015-12-31 10:00:00,422.01,422.01,422.01,422.01,0.0
2015-12-31 11:00:00,422.01,422.01,422.01,422.01,0.0
2015-12-31 12:00:00,422.01,422.01,422.01,422.01,0.0
2015-12-31 13:00:00,422.01,422.01,422.01,422.01,0.0
2016-01-01 02:00:00,432.68,432.68,432.68,432.68,0.0
2016-01-01 03:00:00,432.68,432.68,432.68,432.68,0.0
2016-01-01 23:00:00,434.55,434.55,434.55,434.55,0.0
2016-01-02 00:00:00,434.55,434.55,434.55,434.55,0.0
2016-01-02 12:00:00,436.72,436.72,436.72,436.72,0.0
2016-01-02 13:00:00,436.72,436.72,436.72,436.72,0.0
2016-01-02 14:00:00,436.72,436.72,436.72,436.72,0.0
2016-01-02 15:00:00,436.72,436.72,436.72,436.72,0.0
2016-01-03 10:00:00,429.23,429.23,429.23,429.23,0.0
2016-01-03 11:00:00,429.23,429.23,429.23,429.23,0.0
2016-01-03 12:00:00,429.23,429.23,429.23,429.23,0.0
2016-01-03 14:00:00,425.85,425.85,425.85,425.85,0.0
2016-01-03 15:00:00,425.85,425.85,425.85,425.85,0.0
2016-01-03 22:00:00,424.26,424.26,424.26,424.26,0.0
2016-01-03 23:00:00,424.26,424.26,424.26,424.26,0.0
2016-01-04 00:00:00,424.26,424.26,424.26,424.26,0.0
2016-01-04 03:00:00,426.0,426.0,426.0,426.0,0.0
2016-01-04 04:00:00,426.0,426.0,426.0,426.0,0.0
2016-01-04 05:00:00,426.0,426.0,426.0,426.0,0.0
2016-01-04 09:00:00,429.98,429.98,429.98,429.98,0.0
2016-01-04 10:00:00,429.98,429.98,429.98,429.98,0.0
2016-01-04 11:00:00,429.98,429.98,429.98,429.98,0.0
2016-01-04 12:00:00,429.98,429.98,429.98,429.98,0.0
2016-01-05 06:00:00,433.75,433.75,433.75,433.75,0.0
2016-01-05 07:00:00,433.75,433.75,433.75,433.75,0.0
2016-01-06 08:00:00,431.35,431.35,431.35,431.35,0.0
2016-01-06 09:00:00,431.35,431.35,431.35,431.35,0.0
2016-01-06 11:00:00,430.35,430.35,430.35,430.35,0.0
2016-01-06 12:00:00,430.35,430.35,430.35,430.35,0.0
2016-01-08 09:00:00,457.08,457.08,457.08,457.08,0.0
2016-01-08 10:00:00,457.08,457.08,457.08,457.08,0.0
2016-01-08 11:00:00,457.08,457.08,457.08,457.08,0.0
2016-01-08 12:00:00,457.08,457.08,457.08,457.08,0.0
2016-01-09 11:00:00,448.23,448.23,448.23,448.23,0.0
2016-01-09 12:00:00,448.23,448.23,448.23,448.23,0.0
2016-01-10 05:00:00,443.4,443.4,443.4,443.4,0.0
2016-01-10 06:00:00,443.4,443.4,443.4,443.4,0.0
2016-01-10 07:00:00,443.4,443.4,443.4,443.4,0.0
2016-01-10 16:00:00,441.73,441.73,441.73,441.73,0.0
2016-01-10 17:00:00,441.73,441.73,441.73,441.73,0.0
2016-01-10 21:00:00,444.6,444.6,444.6,444.6,0.0
2016-01-10 22:00:00,444.6,444.6,444.6,444.6,0.0
2016-01-10 23:00:00,444.6,444.6,444.6,444.6,0.0
2016-01-11 10:00:00,446.0,446.0,446.0,446.0,0.0
2016-01-11 11:00:00,446.0,446.0,446.0,446.0,0.0
2016-01-14 07:00:00,431.05,431.05,431.05,431.05,0.0
2016-01-14 08:00:00,431.05,431.05,431.05,431.05,0.0
2016-01-14 09:00:00,431.05,431.05,431.05,431.05,0.0
2016-01-17 12:00:00,380.19,380.19,380.19,380.19,0.0
2016-01-17 13:00:00,380.19,380.19,380.19,380.19,0.0
2016-01-18 00:00:00,380.01,380.01,380.01,380.01,0.0
2016-01-18 01:00:00,380.01,380.01,380.01,380.01,0.0
2016-01-18 02:00:00,380.01,380.01,380.01,380.01,0.0
2016-01-18 08:00:00,374.83,374.83,374.83,374.83,0.0
2016-01-18 09:00:00,374.83,374.83,374.83,374.83,0.0
2016-01-18 10:00:00,374.83,374.83,374.83,374.83,0.0
2016-01-19 06:00:00,383.0,383.0,383.0,383.0,0.0
2016-01-19 07:00:00,383.0,383.0,383.0,383.0,0.0
2016-01-19 08:00:00,383.0,383.0,383.0,383.0,0.0
2016-01-19 09:00:00,383.0,383.0,383.0,383.0,0.0
2016-01-19 10:00:00,383.0,383.0,383.0,383.0,0.0
2016-01-19 11:00:00,383.0,383.0,383.0,383.0,0.0
2016-01-20 09:00:00,378.12,378.12,378.12,378.12,0.0
2016-01-20 10:00:00,378.12,378.12,378.12,378.12,0.0
2016-01-20 11:00:00,378.12,378.12,378.12,378.12,0.0
2016-01-23 00:00:00,410.0,410.0,410.0,410.0,0.0
2016-01-23 02:00:00,385.0,385.0,385.0,385.0,0.0
2016-01-23 10:00:00,404.98,404.98,404.98,404.98,0.0
2016-01-23 11:00:00,404.98,404.98,404.98,404.98,0.0
2016-01-29 07:00:00,372.9,372.9,372.9,372.9,0.0
2016-01-29 08:00:00,372.9,372.9,372.9,372.9,0.0
2016-01-30 23:00:00,378.33,378.33,378.33,378.33,0.0
2016-01-31 00:00:00,378.33,378.33,378.33,378.33,0.0
2016-01-31 01:00:00,378.33,378.33,378.33,378.33,0.0
2016-01-31 05:00:00,379.99,379.99,379.99,379.99,0.0
2016-01-31 06:00:00,379.99,379.99,379.99,379.99,0.0
2016-01-31 07:00:00,379.99,379.99,379.99,379.99,0.0
2016-01-31 17:00:00,378.99,378.99,378.99,378.99,0.0
2016-01-31 18:00:00,378.99,378.99,378.99,378.99,0.0
2016-01-31 19:00:00,378.99,378.99,378.99,378.99,0.0
2016-01-31 20:00:00,378.99,378.99,378.99,378.99,0.0
2016-01-31 21:00:00,378.99,378.99,378.99,378.99,0.0
2016-02-01 11:00:00,378.08,378.08,378.08,378.08,0.0
2016-02-01 12:00:00,378.08,378.08,378.08,378.08,0.0
2016-02-02 03:00:00,373.58,373.58,373.58,373.58,0.0
2016-02-02 04:00:00,373.58,373.58,373.58,373.58,0.0
2016-02-07 02:00:00,374.77,374.77,374.77,374.77,0.0
2016-02-07 03:00:00,374.77,374.77,374.77,374.77,0.0
2016-02-07 09:00:00,374.0,374.0,374.0,374.0,0.0
2016-02-08 05:00:00,376.1,376.1,376.1,376.1,0.0
2016-02-08 06:00:00,376.1,376.1,376.1,376.1,0.0
2016-02-08 07:00:00,376.1,376.1,376.1,376.1,0.0
2016-02-10 02:00:00,374.0,374.0,374.0,374.0,0.0
2016-02-10 03:00:00,374.0,374.0,374.0,374.0,0.0
2016-02-12 03:00:00,376.99,376.99,376.99,376.99,0.0
2016-02-12 06:00:00,376.99,376.99,376.99,376.99,0.0
2016-02-13 06:00:00,385.0,385.0,385.0,385.0,0.0
2016-02-13 07:00:00,385.0,385.0,385.0,385.0,0.0
2016-02-13 08:00:00,385.0,385.0,385.0,385.0,0.0
2016-02-13 09:00:00,385.0,385.0,385.0,385.0,0.0
2016-02-13 10:00:00,385.0,385.0,385.0,385.0,0.0
2016-02-13 11:00:00,385.0,385.0,385.0,385.0,0.0
2016-02-13 12:00:00,385.0,385.0,385.0,385.0,0.0
2016-02-13 14:00:00,385.0,385.0,385.0,385.0,0.0
2016-02-15 12:00:00,401.43,401.43,401.43,401.43,0.0
2016-02-15 13:00:00,401.43,401.43,401.43,401.43,0.0
2016-02-19 04:00:00,421.04,421.04,421.04,421.04,0.0
2016-02-19 05:00:00,421.04,421.04,421.04,421.04,0.0
2016-02-24 10:00:00,415.0,415.0,415.0,415.0,0.0
2016-02-24 11:00:00,415.0,415.0,415.0,415.0,0.0
2016-02-27 11:00:00,429.83,429.83,429.83,429.83,0.0
2016-02-27 12:00:00,429.83,429.83,429.83,429.83,0.0
2016-02-28 05:00:00,422.92,422.92,422.92,422.92,0.0
2016-02-28 06:00:00,422.92,422.92,422.92,422.92,0.0
2016-03-06 09:00:00,392.52,392.52,392.52,392.52,0.0
2016-03-06 10:00:00,392.52,392.52,392.52,392.52,0.0
2016-03-06 11:00:00,392.52,392.52,392.52,392.52,0.0
2016-03-06 12:00:00,392.52,392.52,392.52,392.52,0.0
2016-03-06 13:00:00,392.52,392.52,392.52,392.52,0.0
2016-03-06 14:00:00,392.52,392.52,392.52,392.52,0.0
2016-03-07 09:00:00,403.2,403.2,403.2,403.2,0.0
2016-03-07 10:00:00,403.2,403.2,403.2,403.2,0.0
2016-03-12 06:00:00,414.46,414.46,414.46,414.46,0.0
2016-03-12 07:00:00,414.46,414.46,414.46,414.46,0.0
2016-03-12 12:00:00,412.54,412.54,412.54,412.54,0.0
2016-03-13 13:00:00,412.54,412.54,412.54,412.54,0.0
2016-03-18 07:00:00,416.7,416.7,416.7,416.7,0.0
2016-03-18 08:00:00,416.7,416.7,416.7,416.7,0.0
2016-03-18 09:00:00,416.7,416.7,416.7,416.7,0.0
2016-03-18 10:00:00,416.7,416.7,416.7,416.7,0.0
2016-03-18 11:00:00,416.7,416.7,416.7,416.7,0.0
2016-03-20 07:00:00,410.0,410.0,410.0,410.0,0.0
2016-03-20 08:00:00,410.0,410.0,410.0,410.0,0.0
2016-03-20 09:00:00,410.0,410.0,410.0,410.0,0.0
2016-03-20 15:00:00,410.0,410.0,410.0,410.0,0.0
2016-03-22 05:00:00,416.99,416.99,416.99,416.99,0.0
2016-03-22 08:00:00,416.99,416.99,416.99,416.99,0.0
2016-03-22 09:00:00,416.99,416.99,416.99,416.99,0.0
2016-03-22 10:00:00,416.99,416.99,416.99,416.99,0.0
2016-03-23 06:00:00,416.99,416.99,416.99,416.99,0.0
2016-03-23 07:00:00,416.99,416.99,416.99,416.99,0.0
2016-03-23 08:00:00,416.99,416.99,416.99,416.99,0.0
2016-03-23 09:00:00,416.99,416.99,416.99,416.99,0.0
2016-03-23 10:00:00,416.99,416.99,416.99,416.99,0.0
2016-03-24 03:00:00,416.85,416.85,416.85,416.85,0.0
2016-03-24 04:00:00,416.85,416.85,416.85,416.85,0.0
2016-03-26 13:00:00,416.8,416.8,416.8,416.8,0.0
2016-03-26 14:00:00,416.8,416.8,416.8,416.8,0.0
2016-03-27 10:00:00,416.71,416.71,416.71,416.71,0.0
2016-03-27 11:00:00,416.71,416.71,416.71,416.71,0.0
2016-03-27 12:00:00,416.71,416.71,416.71,416.71,0.0
2016-03-29 07:00:00,422.01,422.01,422.01,422.01,0.0
2016-03-29 08:00:00,422.01,422.01,422.01,422.01,0.0
2016-03-30 02:00:00,414.38,414.38,414.38,414.38,0.0
2016-03-30 03:00:00,414.38,414.38,414.38,414.38,0.0
2016-03-31 10:00:00,415.32,415.32,415.32,415.32,0.0
2016-03-31 11:00:00,415.32,415.32,415.32,415.32,0.0
2016-04-02 07:00:00,420.12,420.12,420.12,420.12,0.0
2016-04-02 08:00:00,420.12,420.12,420.12,420.12,0.0
2016-04-02 09:00:00,420.12,420.12,420.12,420.12,0.0
2016-04-02 12:00:00,419.99,419.99,419.99,419.99,0.0
2016-04-03 03:00:00,419.99,419.99,419.99,419.99,0.0
2016-04-03 09:00:00,418.93,418.93,418.93,418.93,0.0
2016-04-03 10:00:00,418.93,418.93,418.93,418.93,0.0
2016-04-03 11:00:00,418.93,418.93,418.93,418.93,0.0
2016-04-03 16:00:00,419.0,419.0,419.0,419.0,0.0
2016-04-03 18:00:00,419.0,419.0,419.0,419.0,0.0
2016-04-03 21:00:00,419.0,419.0,419.0,419.0,0.0
2016-04-04 05:00:00,419.44,419.44,419.44,419.44,0.0
2016-04-04 06:00:00,419.44,419.44,419.44,419.44,0.0
2016-04-05 00:00:00,419.99,419.99,419.99,419.99,0.0
2016-04-06 04:00:00,422.48,422.48,422.48,422.48,0.0
2016-04-06 09:00:00,422.48,422.48,422.48,422.48,0.0
2016-04-09 09:00:00,415.73,415.73,415.73,415.73,0.0
2016-04-09 10:00:00,415.73,415.73,415.73,415.73,0.0
2016-04-10 05:00:00,417.11,417.11,417.11,417.11,0.0
2016-04-10 06:00:00,417.11,417.11,417.11,417.11,0.0
2016-04-11 10:00:00,419.52,419.52,419.52,419.52,0.0
2016-04-11 11:00:00,419.52,419.52,419.52,419.52,0.0
2016-04-13 08:00:00,424.65,424.65,424.65,424.65,0.0
2016-04-13 09:00:00,424.65,424.65,424.65,424.65,0.0
2016-04-13 10:00:00,424.65,424.65,424.65,424.65,0.0
2016-04-17 06:00:00,429.71,429.71,429.71,429.71,0.0
2016-04-17 07:00:00,429.71,429.71,429.71,429.71,0.0
2016-04-17 10:00:00,429.56,429.56,429.56,429.56,0.0
